"username--style37","u-dt","bbWrapper"
"","Aug 8, 2024","I'm pretty confident we will finish bottom 5. I look at it like this... 

We finished tied for 8th-10th worst in 2023-24, that was with a full season of Markstrom and Mangiapane, 50-60 games of Lindholm, Tanev & Hanifin; as well as Kylington and Zadorov combined. 

We're replacing Tanev w/ Bahl... Hanifin w/ Miromanov... Kylington/Zadorov w/ Bean... Mangiapane w/ Mantha... Lindholm w/ Kuzmenko... Markstrom w/ Wold and more games from Vladar...

Then I look at the teams that finished around us and below us in the standings... 

Buffalo hs Byram for a full season while adding Zucker and McLeod... but their season depends more on Cozens and Thompson bouncing back and internal growth of Power... are they still a bad team? or was 2023-24 a down year after being close to a playoff spot in 2022-23? I personally think they will be better.

New Jersey.... healthy Hamilton, addressed goaltending by adding Markstrom and Allen... they also added Pesce... like Buffalo was 2023-24 a blip on the radar after a much better 2022-23 where they were one of the better teams in the league? I think the reality is somewhere in teh middle, but I think they are a playoff team.

Seattle... another team in the same boat as Buffalo and New Jersey, bad 2023-24 after a good 2022-23... are the additions of Stephenson & Montour going to be enough to get Seattle back into the playoff race? I don't know, but I think at worst they'll maintain their level of play.

Ottawa... Chychrun, Tarasenko and the terrible Korpisalo out... Ullmark, Jensen & Perron in... Pinto will be around the full season... it's hard to imagine they will be worse simply via goaltending alone.

Utah... it's hard to believe they won't improve after adding Sergachev & Marino to their blueline and only subtracting Moser from the 2023-24 roster in teh deals. Thy should challenge for a playoff spot.

Montreal... they be bad, but I don't think they got worse.

Columbus... their ""big"" adds were Severson & Monahan... but their season depends more on the growth if their kids.... I think they improve slightly due to internal growth. 

Anaheim.... I have the pegged as the worst team in the NHL this season. Not necessarily worse than 2023-24, but certainly not improved, while San Jose and Chicago took strides to improve.

Chicago... a healthy Hall and adding Bertuzzi and TT upfront will help Bedard take a step forward... adding Brodie and Martinez n the blueline will add some stability so it's not just on Jones and Murphy.... and Brossoit should be a decent improvement on Soderblom who will get to start in Rockford where he should have been last year. They will definitely be improved, maybe enough that with our step back that they could pass us.

San Jose.... they added some experience in Toffoli, Wennberg and Goodrow to help insulate Celebrini... they're still not going to be good. Probably only better than Anaheim.

Looking at those teams, as well as Philly, Minnesota, Pittsburgh, Washington and St. Louis... I legitimately think we could very easily finish bottom"
"FLAMESFAN","Aug 8, 2024","We've seen less talented teams get close to the playoffs, so I wouldn't be surprised if we over achieve.
A couple key injuries though, and I could see us close to bottom 5."
"Bounces R Way","Aug 8, 2024","You make some very good points. There is quite a few bottom half teams that should be better, even if only marginally. 

Maybe it's the trauma talking but I could see a future where the Flames are hovering around a playoff spot into February. There are some proud vets on this team, and plenty of younger guys with something to prove. Losing Lindholm, Hanifin, Zadorov(miss you 4eva Zaddy), Markstrom and Tanev definitely makes us worse on paper but we weren't really anything special with them either. Will they stay or will they go was a big distraction for the team during the first half of the season. I don't see any more such situations looming for the locker room. 

I also feel our offense goes a little under the radar, Kuzmenko really helped the PP click into gear when he came over. Huberdeau I'm not sure what we're going to see but wouldn't surprise me to see him show up motivated and focused having watched his former team and the guy he was traded for lift the Cup this summer. Our blueline and goaltending is getting a lot younger so there's going to be some shootout games. 

Don't get me wrong, I'm hoping for a top 5 pick because a franchise 1C is a must for this rebuild to have legs and the 2025 draft looks like it might have a couple of em. Just don't think it's a given at all."
"","Aug 8, 2024","Simply put, I don't think we have the horses on the back end to insulate Wolf and Vladar. We're looking at some combination of Bahl, Bean and Miro in our top 4. Offense is the least of my concerns. I think we could finish in the 13-17 range in GF, but I'm expecting us to be one of, if not the worst defensive team in the league, we were already tied for 10th worst in GA last year, I fully expect our GA/GP to rise by about half a goal a game, to the 3.75 range."
"Volica","Aug 8, 2024","Just a note, rarely have one-way offensive wingers ever been the difference between playoffs and not on bad teams.
Our defence is going to be atrocious this year. Really there are two top 4 guys on the entire roster and a bunch of question marks. Would it be awesome if Bahl and Bean turn into something good? Absolutely, is it likely? Probably not.

I like to do an if's game. General rule is the more if's the less likely a team is to be good.

So for the Flames to make the playoffs it would require:
If Huberdeau has a recovered/motivated season.
If Kuzy plays at the same level from the end of last year, through the whole year.
If Shango can replicate last year
If Coleman can replicate last season.
If Mantha finds chemistry with Huberdeau or on the roster.
If Wolf gives us essentially a Vezina caliber season.
If there's no drop off to Kadri's game.
If there's no sophomore slump for any of the returning rookies.
If Bean can be a dependable bottom pair guy.
If Bahl can develop into a good middle pair guy.
If Miramanov ends up being an offensive catalyst on the PP.

You compare that to like the Avs, and it's like:
If the team stays healthy.
If goaltending doesn't fall apart.

I don't think they'll be record-low bad. But I could see them winning 4/10 games; 65/66 point pace. They won 7 games of their last 18 after all their trades last year. That's 46 point pace. I think it'll be better than that, but not much."
"Mobiandi","Aug 8, 2024","The only reason they may start well is because there are no expectations on them to challenege for the playoffs. This team tends to go opposite what they should. But they are definitely finishing bottom 2 in the conference"
"herashak","Aug 8, 2024","Likely a properly executed Simone Biles of suck"
"Yepthatsme","Aug 8, 2024","Nobody is unseating Chicago and San Jose from that throne. We also talk about how terrible our defense group is this year, but Anaheims is actually terrifyingly poor, and their forward core is just wall to wall youth which while entertaining is usually a recipe for disaster.

Think we’d be about 4-5 player trades off our roster to have a chance to break into that top 3. Chicago’s second best forward this year is Teravainen, San Jose best defenseman is a race between Ferraro and Walman, and Anaheim is rolling it back with the same group. All 3 were bottom 3 in both GF and GA (with the exception of Chicago allowing only the 4th most goals), that’s a level of suck we don’t have to sneak into that bad of a territory this year.

Unless we dump Andersson, Coleman, Kuzmenko, Mantha, and Backlund early ish in the year, I think we’ll be hard pressed to be worse than any of those 3, Montreal, and Columbus. I feel like it’ll be a tight race between us, Philly, Ottawa (won’t believe in them until it happens), Utah and Washington for the 6-10 range."
"Ledge And Dairy","Aug 8, 2024","Great in-depth write up here. A couple notes though:

- New Jersey is probably going to rocket into the top 5 team range. Besides goaltending and the Dougie injury what really held them back was the size on their blue line. Sure they lost Bahl's 6'6 fram but they swapped out a 6'1 181lb Marino for a 6'3 205 lb Pesce, while also adding a 6'4 225 lb Dillon. Also worth noting that Hughes and Nemec will both be sophomores now, and not rookies playing 20+ minutes a night.

- Columbus added Severson last summer. Agree that their success is mostly on internal growth.

- Seattle was plagued by consistently having 2 key player or another on LTIR last year, they were almost never playing at full strength. But when they were they went on like 7+ game winning streaks. 

- I think you are ignoring Anaheim's internal growth. There are a lot of high potential young players on that roster, especially with the addition of Gauthier. They will still probably be bad but mostly due to the same reason as us, poor defending. 

- Chicago actually has a formidable D-core. Alex Vlasic was statistically the best defensive dman in the league last year and Korchinski is going to take another step. Not to mention Del Mastro is knocking at the door. 

- San Jose also added Will Smith so they will probably score a lot more. However their D-core is still the worst in the league so they will also let in a bunch of goals. I still expect them to finish last, just not with less that 50 points again. I think they will be closer to 60"
"","Aug 8, 2024","Hot take: Wolf having a Vezina caliber season is all that is needed."
"Bounces R Way","Aug 8, 2024","Historically you're definitely right, young bluelines and young goaltenders do give up a lot of goals. I expect that to be the case. There's still quite a few bluelines in worse shape than ours though and if there is some chemistry in the fwd group they might be able to keep up in those 5-4 games. The Bahl pickup I liked, really lacked that physical presence as soon as Zad was traded. Miromanov I just don't have a great read on yet, thought he played some good games and some poor ones when he got here. He hasn't played a ton of hockey in the last cpl seasons and a full offseason training healthy should give us a better indication of what we have with him. 


It was for the 2014-15 Flames. 



I'm not at all saying they're going to be good and make the playoffs. Way too many ifs certainly. 
Mostly just not seeing the no doubt bottom 5 roster many pundits and posters have labeled them. Think another 6-12 overall pick is more likely."
"Tkachuk Norris","Aug 9, 2024","We lost 3 of our 4 best 5 on 5 and PK guys (Hanifin, Lindholm, Tanev). I don’t think people realize how much that Hanifin Tanev pairing carried this team last year. We had the easiest schedule in the NHL after the trade deadline and got demolished. 

Our PP is abysmal but likely probably gets slightly better, cause how can it be worse. 

Markstrom had a really strong year. 

This team is going to be bad. Only way they aren’t bottom 5 is if we see Wolf play like Saros (I think there will be an adjustment there as he gets used to NHL shots, he’s not a blocker, and there will be some struggles). 

The only teams worse than us right now are Chicago and SJ in my mind. Maybe the Habs. Maybe a team like Pittsburgh or NYI stink it up. 

I like Huska but it’s going to be tough sledding."
"RasmusAndersson","Aug 10, 2024","Imo many fans got so caught up debating retool vs. rebuild and whether we should’ve gotten marginally better returns for some of our players that they missed the bigger picture—Conroy made it a priority to focus on youth, add lots of draft capital, not overspend in FA, and sacrifice some short-term success for long-term gains. He clearly has his eyes towards the future, regardless of whether we finish 31st or 25th this year. 

We may not agree with every move or be completely satisfied with every return, but he’s moving us in the right direction for the first time in a long time.

Of course it all comes down to the next few drafts and finding that legit 1C, but I’ve said it before and I’ll say it again: in Conroy I trust."
"scoringmachine","Aug 11, 2024","What the Flames to win first overall in 2026 Draft and get Gavin McKenna."
"DomBarr","Aug 12, 2024","to bad the Penguins are in need of a Crosby replacement then"
"Volica","Aug 12, 2024","The NHL when Pittsburgh, Edmonton and Chicago go too long without generational/Elite talent."
"Kranix","Aug 12, 2024","yeah wtf is up with that. The odds are against these three franchises getting the franchise saving megastar AGAIN. And they did it."
"DomBarr","Aug 12, 2024","you are looking at the odds wrong...its the odds are against anyone BUT those 3 franchises getting a franchise altering/saving megastar."
"Ledge And Dairy","Aug 12, 2024","I kind of get it. When you have superstars you throw all your draft capital and the kitchen sink to keep the team competitive as long as possible. And because you generally have success with said star players, any picks you do keep generally don't amount to much at all. Eventually those stars will retire or leave and your team will plummet to the bottom of the league with no good upcoming prospects to fill roles so your odds of drafting high are very realistic."
"Some Other Flame","Aug 16, 2024","Let's see, a very one-dimensional forward group overfilled with middling veterans, a terribly inexperienced and questionable defence, and completely unproven goaltending. Put together that's a clear cut bottom 10 team no question. And given just how bad the defence is on paper, one could easily say bottom 5. 

But since this is the Flames, it can only mean this group is going to wildly over achieve by making the playoffs and losing in the 1st round theryeby ruining everything. Parekh's will make the team out of training camp and put up 40+ points, Huberdeau decides now is the time to start scoring putting up 80+, while Vladar returning from injury plays like a vezina candidate. 

Seriously though, it really looks like Conroy is deliberately aiming for a top 5 pick. He's built a team that's should be entertaining offensively but awful defensively, which is exactly what you want in the early stages of a rebuild."
"The Gnome","Aug 23, 2024","My thoughts for the Season...Load up on your favorite whisky or bourbon cause you'll want to forget this season even happened. It's going to be far uglier than most people can stomach.

Bottom 5 is my guess..."
"crazyfisherman","Aug 23, 2024","honestly would not be surprised we squeak in the playoffs based on pure luck like the cardiac kids days, cept this time it would be cardiac old dudes"
"Iggys Dome","Aug 23, 2024","I could legitimately see a sub 30 win season this year. It’s not gonna be fun but at least we can look forward to the draft."
"Double Dion","Aug 23, 2024","I really want to see us using the season to figure out some things. Presently I have these questions about the roster that I want to see answered this season:

1. Is Zary a center or a wing?
2. Is Pospisil a center or a wing?
3. Is Miramanov a project that is worth investing in?
4. Is Pelletier something or nothing?
5. Which of our defense first guys (Kuznetsov, Solovyov, Bahl, Grushnikov) are able to do that in the NHL?
6. Is there a market where we can get real value for one of Coleman or Kadri?

We aren't going to know which of our offensive D are potential stars this season, but we can half-way know if we have the goalie. I don't need to see Kevin Rooney trotted out as our 4C with Lomberg and Duehr. I want to see if Pospisil can be our 4C with Lomberg and Pelletier. I have zero use for a traditional veteran 4th line."
"Ledge And Dairy","Aug 23, 2024","Agree on most of this, though I think we should also figure out our plan with Ras. A year ago I considered him untradable and a must re-sign. Now with Parekh, Brzustewicz, and Mews as our RD depth I'm leaning towards dangling him for more picks/prospects (I look at Nashville's 3 1sts and top 10 prospect pool and think he would be a good fit there as well as they have the assets, for example). 

Also I want them to try Pelletier with Backs and Coleman."
"herashak","Aug 24, 2024","If it gets ugly I think shipping out Andersson will be the right move. Guaranteed top 10 pick (setup for Mckenna) and even more cap space"
"Double Dion","Aug 24, 2024","Agreed on Pelletier. For me Andersson is already clear. I'm moving him. He's too inconsistent. Some 40 game stretches he looks like a #1 and some he looks like a #4. I'd rather keep Weegar as the show the way vet."
"Boomstick","Aug 24, 2024","I'm hoping Pelletier and Coronato have huge camps.
Not sure I want Duehr and Rooney playing over them two.
But we've got too many forwards. Conroy should maybe make a move or two to open spots for Pelts and Coronato."
"","Aug 24, 2024","Rooney is a C, I don't think he'll be relevant to their playing time. Whether or not the team sees Zary or Pospisil will be where Rooney fits in, if yes to either he likely sits in the pressbox."
"joescores","Aug 25, 2024","Completely last in the standings with that netminding squad at the helm. Tough times for us Europeans committing to watching this disaster unravel early morning night after night but this is absolutely necessary for us to be competitive again- losing and drafting some great talents. I have a big respect for Huska and I adore our GM, so hopefully we are well set management wise.

I look forward for being wrong (talking to you Wolf) and can't wait to see some individuals shining and surprising."
"Volica","Aug 25, 2024","What’s your poison?"
"Mobiandi","Aug 26, 2024","My bold opinion is that Huberdeau and Kadri will combine for less than 82 points this year"
"Errol Swaghammer","Aug 26, 2024","Barring a Kadri trade I would take a heavy bet that this does not happen."
"Yepthatsme","Aug 26, 2024","Playing a full season with Kuzmenko (or atleast until he’s traded), there’s a better shot Kadri alone gets 82 points than them combined don’t.

Kadri had a 2.04 p/60 playing on the Zary-Pospisil line, once he was paired with Kuzmenko that went up to 3.11 p/60.

People underestimate how much our offense approved season to season. We will get scored on more by a drastic amount most likely, but we are going to score a fair amount more this year swapping out last season’s Lindholm and Mangiapane with last years Kuz and Mantha, not to mention a year older Zary, Coronato, and Pelletier."
"Double Dion","Aug 26, 2024","That would be pretty shocking. I could see a scenario where Huberdeau is around 40ish points. I can't see one barring injury where Kadri is.


Yes, scoring actually might go up from a year ago. We lost our full shutdown pair from last season though. We also lost our 2nd best defensive wing and our 3rd pairing best D"
"Mobiandi","Aug 26, 2024","I see Kadri at 50 and Huberdeau around 30.

Goals will be very hard to come by for this team"
"Ledge And Dairy","Aug 26, 2024","30 points? Do you expect him to get injured?

I don't think scoring will be nearly as hard as you are expecting, It's keeping it out of our own net that will be difficult. I expect will be loosing a lot of games 4-2 or 5-3, nothing like the Sharks with b2b 9-1 losses"
"","Aug 26, 2024","Yeah, all the main play drivers are still around and should be on an upwards trajectory. Unless the argument is that Hanifin drove play that much, I'm not sure why the team would have a harder time scoring than last year. 

The PP also would be hard pressed to be worse."
"super6646","Aug 26, 2024","The Flames were a league-average scoring team last year. From the looks of it, we should be running it back with a comparable fwd group.

I think we'll be around that point this year. The defence on the other hand is atrocious. I'm hoping for a ton of 4-3 or 5-4 losses while sustaining a 900+sv% from Wolf. That is the best case scenario"
"HighLifeMan","Aug 26, 2024","It's actually quite easy to see Huberdeau ""bouncing"" back to some degree. His on ice shooting percentage in all situations last year was just 9.22% which is absurdly low for a player with his usage, skill level, and historical averages. Fore example, a guy like Brock Boeser who everyone loves again, had an on ice shooting percentage of 14.93% last year. If Huberdeau had that kind of ""luck"" or finish from his teammates he would have been on the ice for 50 more goals scored.

It's not even as if Huberdeau hasn't been on the ice for a ton of scoring chances either.. He was on the ice for the third most scoring chances (866) of his career last season."
"The Gnome","Aug 26, 2024","I'll take a bourbon on the rocks any day. Should keep the season interesting at least!"
"Backlund","Aug 26, 2024","Not when you see the shots he takes or how often he actually tries to shoot."
"super6646","Aug 26, 2024","I don’t think this is true. His shot volume has plummeted since he’s come to Calgary. If anything, he needs to get more rubber to the net."
"Double Dion","Aug 26, 2024","Hanifin is a huge piece in terms of possession, but I still think this team will score fine somewhere around 20-24th in the league. We will likely be bottom 10 defensively though. That used to be our strength, but won't be now."
"hockeyguy0022","Aug 26, 2024","Flames will be better then people think.

I think Vladar will get 60-65% of games. They want to pump his stock to a number 1 guy again before the trade deadline, get a good return and cooley will back up wolf after. I'm pretty confident that's the plan.

Love the russian/canadian team composition. Love the size on the back end.

I hope kuzmenko stays, JH NEEDS a pure goal scorer to put up big points again. Florida played a totally different system then the flames. Same thing would happen if Mitch Marner played anywhere aside from Toronto/Edmonton, he would also be a 60-70 point getter, not a 100 point guy on a regular team.

I think Coronato is an everyday guy, same with Zary. I think pelletier gets a shot, but this is about the end of the road for him, trade time if he's not performing. Been passed by and they had a good draft this.. so times ticking for him."
"Ledge And Dairy","Aug 26, 2024","Last year we were 19th in GF/GP with 3.09, assuming our powerplay improves but our 5v5 play drops that will probably only drop to around 3.00. For GA/GP we were 23rd, no Markstrom and a butchered d-core will almost certainly make that number drop. But San Jose was still at 3.98 last year and Columbus was at 3.63. So based on that we probably only drop to the 3.4-3.55 range (that's about 10-25 total more GA than last year)"
"Fig","Aug 26, 2024","What kind of bourbon?"
"","Aug 26, 2024","the kind with alcohol"
"Double Dion","Aug 26, 2024","I hope we don't keep Kuzmenko. That would be a disastrous and extremely detrimental decision. Kuzmenko can score, no question about that. His contribution to winning is extremely low. Especially for a guy who would be entering his 30 year old season. Move him for the 2nd and be happy with the Lindholm trade. Huberdeau is a sunk cost. Don't sink more cost into him and further debilitate the rebuild.

Comparing Marner to Huberdeau is a bit silly. Marner drives play, is light years better in his own end and makes way less bad plays that result in possession going the other way."
"super6646","Aug 26, 2024","Ya they aren’t remotely comparable. Marner is also a pretty good skater too while JH is mediocre at best. The former is also a asset defensively and on the PK. Huberdeau on the other hand…"
"Volica","Aug 27, 2024","Yeah for sure.
My collection of both bourbon and scotch is growing nicely. Lots of cool bottles and rarer stuff in the mix now."
"Fig","Aug 27, 2024","From the USA?"
"Yepthatsme","Aug 27, 2024","Honestly think a lot would have to go wrong for Calgary to score less this year. We lost 39 goals off the roster last year combined through Lindholm, Mangiapane, Tanev, Hanifin, Kylington, and Zadorov. Incoming is Kuzmenko, who scored 39 his rookie year and was on pace for 40 with us. Going into his contract year with this being his year to receive his career contract, I expect him to be his best yet. Mantha in Washington on a low scoring team with zero expectations was on pace for 29 goals, yet we should still be able to offer him more ice time and powerplay time than Washington did. Miromanov replaces Hanifin’s 11 I think easy, if he gets a top 4 offensive time his shot alone will get him there. Then we have the goals lost from the rest of the d-core, and I think any of our replacement level guys added should be able to score… 5 goals. A big boost will come from internal growth too, with Zary, Pospisil, Pelletier and Coronato all a year older. 

The main driver behind the massive boost will be the powerplay, which after Kuzmenko got situated, operated at 24% from February 1st on. That is a massive performance boost from the 13.9% it was from October through to January 31st, and if continued would be a a main driver for the increased offense. Even with Coleman coming back down, that’s a lot of extra goals."
"DomBarr","Aug 27, 2024","your main driver of maintained or increased scoring seems to be 2 pending UFA's (Kuzmenko and Mantha) who should be sold off as soon as the Flames receive an offer that meets their expectations, especially IF they are showing performance like you project."
"","Aug 27, 2024","Any line with Pospisil and Lomberg on it is well on its way to becoming my favourite line in the history of everything. 

Especially knowing how next season is bound to go."
"Double Dion","Aug 27, 2024","I'm really high on Pospisil as a center. I just really want to see what he looks like there. He's so strong defensively and has enough pace to be deep and still get into the play offensively. I'd like to see if he could be our 3C of the future. I'd also like to see if Zary can be a 2C."
"Yepthatsme","Aug 27, 2024","Mantha scored at a 29 goal pace and went for a second last year, and any team wanting Kuzmenko is going to want to see that his production is back after disappointing last season. I fully expect to see both of them on the roster until March when there can be a bidding war, and I half expect Kuzmenko to not get traded at all if he produces what I think he can. That is plenty of time to boost the rosters offense.

Neither should or would be sold early, because neither will garner a 1st well before the deadline."
"Ledge And Dairy","Aug 27, 2024","Yeah I completely disagree with this take. As I said before our powerplay will probably be overall better than last season. That is largely due to Kumenko. But what you are not accounting for is the drop in 5v5 production. With our stripped d-core we are going to have a much harder time just getting it out of our own zone. All you did was count goals scored by individual players but you are not accounting for how those goals were created at all. Hanifin and Tanev did wonders for breaking the puck out and turning the play up ice. There's no world where Miromanov and Bahl and reproduce the transition game those 2 brought.

Also expecting anyone to score at a rate above 15% is just completely unrealistic so if you are expecting 40 goals from Kuzmenko he's probably going to need at least 250 shots on net. Also considering he will probably be traded at or before the deadline he will probably only get around 25 goals with us max"
"","Aug 27, 2024","I'll post this just in case anyone here owns a Dube jersey.."
"Yepthatsme","Aug 27, 2024","We will undoubtedly get pinned in our zone a lot more, that is without a doubt true, but the only defenseman we lost with an active hand in creating offense was Hanifin. We were never a team with a high flying breakout or a reliance in creating offense off the rush, our breakout for all intents and purposes is relatively simplistic, so losing great first pass options will hurt far less than your making it out to be. Most of where our offense from the back end comes in was activating to join the rush and create odd man opportunities, or leaving the blue line for offensive support in the zone. Only Hanifin took an active part in that for the most part of our lost defenseman, and his contributions will be missed for spreading out opposing defenses.

Tanev had 14 assists on the year and Kylington 5, both are practically replacement level totals for their ice time. Tanev was a big part of preventing chances and putting an end to sustained zone time, but as far as zone clearances, neither he nor Kylington had any ++ qualities for creating offense the opposite direction. Not to mention Andersson getting to be “the guy” on his pair with him and Weegar likely separated will also be a big boost to him, as he will now get to lean into the offensive role on his pair again.

I’d also say you’re sleeping on Miromanov, coming off a terrible ACL injury he put up respectable points all the while having a low on ice shooting percentage. Given a full camp and a forced increased role, I think he will add a pretty unique aspect to our back end offensively.

As per our forwards, Kuzmenko doesn’t need to hit 40. I’d say he has a legitimate chance at leading our forwards in goal scoring, and is a relatively safe bet for 30, so that easily replaces Lindholm’s poor 15 goal pace from last year. Maybe Mantha doesn’t get 29, but he’s paced for atleast 20 goals every single season in his 9 year career except for 1, so another easy bet to replace Mangiapane’s 14. Then having Coronato, Pelletier, Zary, Pospisil all being a year older, and an improved offense seems likely. I’m not suggesting we are about to start Harlem globe trotting teams, but between adding better goal scorers (and better creaters in the case of Kuzmenko),youth development in our forwards, and a seemingly primed boost to our powerplay totals, going from a slightly below average offense to a slightly above average offense seems likely injury pending."
"Yepthatsme","Aug 27, 2024","Instead of going back and forth about why our offense will be worse or better, why don’t we just post goal and point totals for the projected lineup? I’ll start:
Huberdeau (15G, 65p)
Zary (18G, 50p)
Sharangovich (32G, 60p)

Mantha (25G, 50p)
Kadri (28G, 75p)
Kuzmenko (35G, 80p)

Coronato (15G, 40p)
Backlund (15G, 45p)
Coleman (22G, 45p)

Pelletier (7G, 25p)
Pospisil (10G, 30p)
Lomberg (7g, 20p)

Weegar (15g, 50p)
Miromanov (13G, 45p)
Andersson (9G, 40p)
Bahl (5G, 25p)
Bean (5G, 25p)
The rest: 4G

So a completely healthy 280, dropping down to 265-270 after injuries. Coming off the belief that Mantha and Kuzmenko will be playing like crazy for their “last big contract of their careers” year, but other than that and a pretty high belief in Miro and a slight bounce back from Huberdeau, relatively realistic projections. I’m low on Coleman and Weegar falling back down to Earth (although still above average), Kadri’s goal totals slightly falling despite some extra help, and Zary’s total staying flat with the increase in responsibility."
"Backlund","Aug 27, 2024","80 points for Kuzmenko is extremely optimistic"
