"username--style37","u-dt","bbWrapper"
"bigdog16","May 17, 2023","My math is telling me that definitely isn't 80% of posts. Heres another Leaf fan trying to make it all about them though..."
"DFC","May 17, 2023","....are you predicting a riot in Vancoucer every 17 years?"
"centipede2233","May 17, 2023","I predict matthews and marner gone, and mcdavid and drasaitl in a leaf uniform"
"Brookbank","May 18, 2023","Who cares man. A ring is a ring."
"Brookbank","May 18, 2023","I used to think that everything was random. It just has to be right ? No. There is haves and have-nots. The haves will still be the haves 5 years from now and same with the have-nots. This is why Bedard is a Hawk. And nothing else. There is no way CBJ was getting him. Because they were and always will be a have-not. 

All the trends you see today will most likely be the same in 5 years"
"kthx","May 18, 2023","Bruins are still getting into playoffs regularly, they dont want to submit to a rebuild.

Jalonen & Olli Jokinen both work as assistant coaches.

Jack Hughes is the ultimate playoff performer and proven winner.

Draisaitl moves from Edmonton."
"Sensators","May 18, 2023","Buffalo nyr and njd are the 3 beasts of the east. Detroit finally starts to become a big threat. Carolina makes playoffs every year.

Vegas implodes."
"Nico13","May 18, 2023","Tampa Bay, Colorado and New Jersey will win all the Cups until 2028 after this year (Dallas)."
"Kebs","May 18, 2023","-A Canadian team WILL win a Stanley cup within the next 5 years, just not the one every one expects

-A team will take a chance on a outside the box concept for a General Manager, it will be wildly successful. Other teams will start to take note, with mixed results.

-The NHL will be the puppet master of the Arizona Coyotes as a last ditch multi-year effort. They will start to install some of their top people into roles for the team (Marketing and Analytics). The idea will be to make the team successful both on the ice and off. They will hope the hype train is enough to entice one of the major cities in Arizona to take the bait on a Arena deal. Will it work? Cloudy is the future to quote Yoda (kind of).

-Detroit will NOT be as successful as every one thinks Yzerman should be. They will make the playoffs, but not generate as much success.

-Nashville Predators will go through a major rebrand in the 2026-2027 season, they will adopt a new color scheme and logo. Mixed feelings will be had by the long time faithful, the younger fans and fans outside the team will be pleasantly shocked.

-Outdoor game in a neutral location, the NHL will be looking for Destination site games to try and drum up excitement for the Outdoor games. These will be really hyped up as ""Festivals for all hockey fans"" to enjoy.

-Change to the playoff format, the NHL will test the waters on play-in series."
"","May 18, 2023","0 Playoff appearances for the Flyers"
"Realgud","May 18, 2023","Toronto opens a brand new ""handshake training facility"" and all of their players/prospects go there in the summer to learn how to give and receive the proper amount of respect. As a result, they get past the 2nd round for the first time since 2002 and Sheldon Keefe become a hero before losing in 5 to Detroit in the Conference finals. Detroit goes on to win the next 6 Stanley Cups."
"Nicko999","May 18, 2023","The kid just had the best goalscoring season a prospect has ever had since Lemieux. If Ovechkin scored 65 goals in a much lower scoring environment, Bedard is absolutely able to put 70 in a season."
"tfwnogf","May 18, 2023","I predict Toronto wins 5 cups in a row, after the 2nd cup win Bedard and McDavid take discounts to play in the mecca of hockey"
"Nikolajs Sillers","May 18, 2023","Satan GM of Devils or bust."
"","May 18, 2023","This is an insane conclusion to arrive at lol"
"","May 18, 2023","Yes, I mean how easy can it be right....




You just put Bedard in the failure to meet expectations category. Expect to be dissapointed lol"
"Nicko999","May 18, 2023","I was one of the few people to predict he will be a goal/game in the WHL this season. Turns out that was a conservative forecast.

Feel free to bookmark my post and quote me in 5 years, I feel confident in my prediction."
"Ned Bouhalassa","May 19, 2023","Marchand becomes head of the NHL Department of Player Safety."
"TBF1972","May 19, 2023","not only nhl player smoke weed with snoop dogg in the off-season ..."
"TBF1972","May 19, 2023","so  has a new handle and kravtsov changed his name to novak."
"TageGod","May 19, 2023","That Sabres Dynasty is something else. 3 cups in 5 years."
"TBF1972","May 19, 2023","followed by 
hangman realizes it was a dream
hangman falls in coma
hangman misses vegas knight banner cermony"
"TBF1972","May 19, 2023","can you please add, that the nyr get relocated to gain better ice quality

possible destinations: yukon, canada or mars"
"nucks88","May 19, 2023","Ah the old riot chestnut...and the no Canadian team bit....you should get out more..."
"","May 19, 2023","Yet this was the first annoying meta leafs post. WELL DONE"
"JD1","May 19, 2023","Introducing the two time Stanley Cup champions 

The Ottawa Senators"
"Riseonfire","May 19, 2023","I predict that every prediction here (exempt mine of course) will be wrong."
"End on a Hinote","May 19, 2023","The Arizona Coyotes will play out of Mullett Arena for the 2028-2029 season."
"TheDawnOfANewTage","May 19, 2023","Lord Musk says we must laugh at his shitty memes or we won’t be allowed to sleep in our cubicle homes anymore. The only solace is robo-Dahlin dominating on the way to a 3rd Sabres cup."
"Tanknation","May 19, 2023","Montreal wins a cup in 2028"
"Crow","May 20, 2023","I predict you are correct."
"Lady Stanley","May 20, 2023","Vegas will crash and burn as Eichel doesn't resign. 

Matthews and Eichel will sign in Chicago. 

McDavid/Draisailt will sign in Toronto. Marner will resign at the exact same AAV he has now. Toronto will continue to treat draft capital like they're IOUs. Toronto will become a dynasty, as it becomes a place to win. Fans like myself will absolutely hate the leafs, yet we'll all know that it was inevitable. 

It'll be an open secret Toronto players aren't taking hometown discounts, but instead are getting large sums of money from book deals etc. At some point there will be a leaked email/conversation where teams are colluding with publishers etc to get players to sign in Toronto. It'll be a scandal similar to deflate gate. Fans will push for a rule change, the league will do some token but meaningless change to the CBA. 

LA-Chicago-Boston-New York will play the same game and will get cups when Toronto isn't."
"cmich72234","May 20, 2023","I love all the people ""predicting"" bad things for the Hawks/Bedard when in reality they don't believe that, and are just hoping."
"EbonyRaptor","May 20, 2023","2028/29 will be the season the Hawks win the first of 4 straight Cups with Bedard setting a record by winning the Conn Smythe 4 straight times."
"Taluss","May 20, 2023","Rangers make the ECF a few times but never win the cup.

Toronto ends up selling and doesn’t win a cup

Ovi passes the goal record

Laf is traded or offersheeted this summer. If offersheet is above 4 mil Rangers don’t sign

Sabres, Habs, Devils, Ducks, Sens will have very strong teams. 1 of those teams will win a cup in this time period. Wouldn’t shock me if there were 2 cups from those teams.

Hawks end up with good lottery picks the next 2 seasons. Using those picks and picks from acquiring expiring contracts they will build a very solid team. Unsure if it will be good enough to win a cup…. But I see the team able to make it far"
